"Estado","Total","a�o","sexo","Mes","numerocasos"
"Coahuila",157,"2010","F","Mar",5
"Colima",4780,"2010","F","Mar",388
"Chiapas",182,"2010","F","Mar",21
"Chihuahua",213,"2010","F","Mar",6
"Distrito Federal",308,"2010","F","Mar",24
"Durango",3517,"2010","F","Mar",125
"Guanajuato",16023,"2010","F","Mar",1329
"Guerrero",24296,"2010","F","Mar",2089
"Hidalgo",102,"2010","F","Mar",4
"Jalisco",25667,"2010","F","Mar",2313
"México",4315,"2010","F","Mar",338
"Michoacán",16111,"2010","F","Mar",1573
"Morelos",15722,"2010","F","Mar",1557
"Nayarit",6156,"2010","F","Mar",503
"Nuevo León",116,"2010","F","Mar",4
"Oaxaca",3122,"2010","F","Mar",306
"Puebla",8517,"2010","F","Mar",788
"Querétaro",2643,"2010","F","Mar",192
"Quintana Roo",117,"2010","F","Mar",10
"San Luis Potosí",149,"2010","F","Mar",13
"Sinaloa",4827,"2010","F","Mar",312
"Sonora",2528,"2010","F","Mar",92
"Tabasco",37,"2010","F","Mar",2
"Tamaulipas",169,"2010","F","Mar",9
"Tlaxcala",35,"2010","F","Mar",2
"Veracruz",135,"2010","F","Mar",6
"Yucatán",41,"2010","F","Mar",5
"Zacatecas",1948,"2010","F","Mar",114
"TOTAL GLOBAL",143147,"2010","F","Mar",12207
"Aguascalientes",1053,"2010","F","Abr",96
"Baja California",54,"2010","F","Abr",3
"Baja California Sur",51,"2010","F","Abr",3
"Campeche",56,"2010","F","Abr",11
"Coahuila",157,"2010","F","Abr",15
"Colima",4780,"2010","F","Abr",363
"Chiapas",182,"2010","F","Abr",23
"Chihuahua",213,"2010","F","Abr",18
"Distrito Federal",308,"2010","F","Abr",37
"Durango",3517,"2010","F","Abr",280
"Guanajuato",16023,"2010","F","Abr",1910
"Guerrero",24296,"2010","F","Abr",2133
"Hidalgo",102,"2010","F","Abr",8
"Jalisco",25667,"2010","F","Abr",2513
"México",4315,"2010","F","Abr",379
"Michoacán",16111,"2010","F","Abr",1493
"Morelos",15722,"2010","F","Abr",1760
"Nayarit",6156,"2010","F","Abr",465
"Nuevo León",116,"2010","F","Abr",11
"Oaxaca",3122,"2010","F","Abr",320
"Puebla",8517,"2010","F","Abr",1063
"Querétaro",2643,"2010","F","Abr",235
"Quintana Roo",117,"2010","F","Abr",5
"San Luis Potosí",149,"2010","F","Abr",13
"Sinaloa",4827,"2010","F","Abr",312
"Sonora",2528,"2010","F","Abr",137
"Tabasco",37,"2010","F","Abr",5
"Tamaulipas",169,"2010","F","Abr",12
"Tlaxcala",35,"2010","F","Abr",3
"Veracruz",135,"2010","F","Abr",13
"Yucatán",41,"2010","F","Abr",4
"Zacatecas",1948,"2010","F","Abr",171
"TOTAL GLOBAL",143147,"2010","F","Abr",13814
"Aguascalientes",1053,"2010","F","May",184
"Baja California",54,"2010","F","May",6
"Baja California Sur",51,"2010","F","May",6
"Campeche",56,"2010","F","May",7
"Coahuila",157,"2010","F","May",31
"Colima",4780,"2010","F","May",415
"Chiapas",182,"2010","F","May",12
"Chihuahua",213,"2010","F","May",19
"Distrito Federal",308,"2010","F","May",44
"Durango",3517,"2010","F","May",522
"Guanajuato",16023,"2010","F","May",2877
"Guerrero",24296,"2010","F","May",2128
"Hidalgo",102,"2010","F","May",14
"Jalisco",25667,"2010","F","May",3494
"México",4315,"2010","F","May",503
"Michoacán",16111,"2010","F","May",1995
"Morelos",15722,"2010","F","May",2103
"Nayarit",6156,"2010","F","May",564
"Nuevo León",116,"2010","F","May",15
"Oaxaca",3122,"2010","F","May",311
"Puebla",8517,"2010","F","May",1001
"Querétaro",2643,"2010","F","May",364
"Quintana Roo",117,"2010","F","May",16
"San Luis Potosí",149,"2010","F","May",22
"Sinaloa",4827,"2010","F","May",366
"Sonora",2528,"2010","F","May",256
"Tabasco",37,"2010","F","May",1
"Tamaulipas",169,"2010","F","May",24
"Tlaxcala",35,"2010","F","May",7
"Veracruz",135,"2010","F","May",20
"Yucatán",41,"2010","F","May",1
"Zacatecas",1948,"2010","F","May",220
"TOTAL GLOBAL",143147,"2010","F","May",17548
"Aguascalientes",1053,"2010","F","Jun",152
"Baja California",54,"2010","F","Jun",3
"Baja California Sur",51,"2010","F","Jun",10
"Campeche",56,"2010","F","Jun",5
"Coahuila",157,"2010","F","Jun",33
"Colima",4780,"2010","F","Jun",519
"Chiapas",182,"2010","F","Jun",15
"Chihuahua",213,"2010","F","Jun",26
"Distrito Federal",308,"2010","F","Jun",40
"Durango",3517,"2010","F","Jun",760
"Guanajuato",16023,"2010","F","Jun",2486
"Guerrero",24296,"2010","F","Jun",2875
"Hidalgo",102,"2010","F","Jun",16
"Jalisco",25667,"2010","F","Jun",3481
"México",4315,"2010","F","Jun",660
"Michoacán",16111,"2010","F","Jun",2112
"Morelos",15722,"2010","F","Jun",1924
"Nayarit",6156,"2010","F","Jun",767
"Nuevo León",116,"2010","F","Jun",24
"Oaxaca",3122,"2010","F","Jun",369
"Puebla",8517,"2010","F","Jun",1112
"Querétaro",2643,"2010","F","Jun",458
"Quintana Roo",117,"2010","F","Jun",14
"San Luis Potosí",149,"2010","F","Jun",33
"Sinaloa",4827,"2010","F","Jun",516
"Sonora",2528,"2010","F","Jun",603
"Tabasco",37,"2010","F","Jun",7
"Tamaulipas",169,"2010","F","Jun",40
"Tlaxcala",35,"2010","F","Jun",3
"Veracruz",135,"2010","F","Jun",32
"Yucatán",41,"2010","F","Jun",0
"Zacatecas",1948,"2010","F","Jun",370
"TOTAL GLOBAL",143147,"2010","F","Jun",19465
"Aguascalientes",1053,"2010","F","Jul",93
"Baja California",54,"2010","F","Jul",9
"Baja California Sur",51,"2010","F","Jul",6
"Campeche",56,"2010","F","Jul",2
"Coahuila",157,"2010","F","Jul",18
"Colima",4780,"2010","F","Jul",449
"Chiapas",182,"2010","F","Jul",14
"Chihuahua",213,"2010","F","Jul",37
"Distrito Federal",308,"2010","F","Jul",19
"Durango",3517,"2010","F","Jul",435
"Guanajuato",16023,"2010","F","Jul",1269
"Guerrero",24296,"2010","F","Jul",2143
"Hidalgo",102,"2010","F","Jul",12
"Jalisco",25667,"2010","F","Jul",1870
"México",4315,"2010","F","Jul",309
"Michoacán",16111,"2010","F","Jul",1231
"Morelos",15722,"2010","F","Jul",1138
"Nayarit",6156,"2010","F","Jul",580
"Nuevo León",116,"2010","F","Jul",13
"Oaxaca",3122,"2010","F","Jul",291
"Puebla",8517,"2010","F","Jul",710
"Querétaro",2643,"2010","F","Jul",282
"Quintana Roo",117,"2010","F","Jul",12
"San Luis Potosí",149,"2010","F","Jul",17
"Sinaloa",4827,"2010","F","Jul",510
"Sonora",2528,"2010","F","Jul",379
"Tabasco",37,"2010","F","Jul",6
"Tamaulipas",169,"2010","F","Jul",10
"Tlaxcala",35,"2010","F","Jul",6
"Veracruz",135,"2010","F","Jul",15
"Yucatán",41,"2010","F","Jul",6
"Zacatecas",1948,"2010","F","Jul",240
"TOTAL GLOBAL",143147,"2010","F","Jul",12131
"Aguascalientes",1053,"2010","F","Ago",115
"Baja California",54,"2010","F","Ago",7
"Baja California Sur",51,"2010","F","Ago",7
"Campeche",56,"2010","F","Ago",8
"Coahuila",157,"2010","F","Ago",23
"Colima",4780,"2010","F","Ago",431
"Chiapas",182,"2010","F","Ago",14
"Chihuahua",213,"2010","F","Ago",25
"Distrito Federal",308,"2010","F","Ago",28
"Durango",3517,"2010","F","Ago",375
"Guanajuato",16023,"2010","F","Ago",1200
"Guerrero",24296,"2010","F","Ago",1987
"Hidalgo",102,"2010","F","Ago",11
"Jalisco",25667,"2010","F","Ago",2103
"México",4315,"2010","F","Ago",308
"Michoacán",16111,"2010","F","Ago",1283
"Morelos",15722,"2010","F","Ago",1167
"Nayarit",6156,"2010","F","Ago",658
"Nuevo León",116,"2010","F","Ago",16
"Oaxaca",3122,"2010","F","Ago",244
"Puebla",8517,"2010","F","Ago",729
"Querétaro",2643,"2010","F","Ago",214
"Quintana Roo",117,"2010","F","Ago",8
"San Luis Potosí",149,"2010","F","Ago",18
"Sinaloa",4827,"2010","F","Ago",598
"Sonora",2528,"2010","F","Ago",357
"Tabasco",37,"2010","F","Ago",5
"Tamaulipas",169,"2010","F","Ago",18
"Tlaxcala",35,"2010","F","Ago",3
"Veracruz",135,"2010","F","Ago",7
"Yucatán",41,"2010","F","Ago",4
"Zacatecas",1948,"2010","F","Ago",204
"TOTAL GLOBAL",143147,"2010","F","Ago",12175
"Aguascalientes",1053,"2010","F","Sep",139
"Baja California",54,"2010","F","Sep",6
"Baja California Sur",51,"2010","F","Sep",11
"Campeche",56,"2010","F","Sep",4
"Coahuila",157,"2010","F","Sep",15
"Colima",4780,"2010","F","Sep",583
"Chiapas",182,"2010","F","Sep",13
"Chihuahua",213,"2010","F","Sep",32
"Distrito Federal",308,"2010","F","Sep",27
"Durango",3517,"2010","F","Sep",385
"Guanajuato",16023,"2010","F","Sep",1528
"Guerrero",24296,"2010","F","Sep",2360
"Hidalgo",102,"2010","F","Sep",15
"Jalisco",25667,"2010","F","Sep",2415
"México",4315,"2010","F","Sep",464
"Michoacán",16111,"2010","F","Sep",1608
"Morelos",15722,"2010","F","Sep",1471
"Nayarit",6156,"2010","F","Sep",701
"Nuevo León",116,"2010","F","Sep",13
"Oaxaca",3122,"2010","F","Sep",292
"Puebla",8517,"2010","F","Sep",648
"Querétaro",2643,"2010","F","Sep",306
"Quintana Roo",117,"2010","F","Sep",21
"San Luis Potosí",149,"2010","F","Sep",9
"Sinaloa",4827,"2010","F","Sep",736
"Sonora",2528,"2010","F","Sep",338
"Tabasco",37,"2010","F","Sep",6
"Tamaulipas",169,"2010","F","Sep",28
"Tlaxcala",35,"2010","F","Sep",5
"Veracruz",135,"2010","F","Sep",15
"Yucatán",41,"2010","F","Sep",9
"Zacatecas",1948,"2010","F","Sep",223
"TOTAL GLOBAL",143147,"2010","F","Sep",14426
"Aguascalientes",1053,"2010","F","Oct",58
"Baja California",54,"2010","F","Oct",11
"Baja California Sur",51,"2010","F","Oct",3
"Campeche",56,"2010","F","Oct",4
"Coahuila",157,"2010","F","Oct",9
"Colima",4780,"2010","F","Oct",412
"Chiapas",182,"2010","F","Oct",19
"Chihuahua",213,"2010","F","Oct",17
"Distrito Federal",308,"2010","F","Oct",20
"Durango",3517,"2010","F","Oct",196
"Guanajuato",16023,"2010","F","Oct",1090
"Guerrero",24296,"2010","F","Oct",2244
"Hidalgo",102,"2010","F","Oct",6
"Jalisco",25667,"2010","F","Oct",2234
"México",4315,"2010","F","Oct",463
"Michoacán",16111,"2010","F","Oct",1429
"Morelos",15722,"2010","F","Oct",1464
"Nayarit",6156,"2010","F","Oct",524
"Nuevo León",116,"2010","F","Oct",7
"Oaxaca",3122,"2010","F","Oct",234
"Puebla",8517,"2010","F","Oct",644
"Querétaro",2643,"2010","F","Oct",216
"Quintana Roo",117,"2010","F","Oct",15
"San Luis Potosí",149,"2010","F","Oct",8
"Sinaloa",4827,"2010","F","Oct",550
"Sonora",2528,"2010","F","Oct",134
"Tabasco",37,"2010","F","Oct",0
"Tamaulipas",169,"2010","F","Oct",12
"Tlaxcala",35,"2010","F","Oct",1
"Veracruz",135,"2010","F","Oct",10
"Yucatán",41,"2010","F","Oct",4
"Zacatecas",1948,"2010","F","Oct",147
"TOTAL GLOBAL",143147,"2010","F","Oct",12185
"Aguascalientes",1053,"2010","F","Nov",52
"Baja California",54,"2010","F","Nov",6
"Baja California Sur",51,"2010","F","Nov",2
"Campeche",56,"2010","F","Nov",1
"Coahuila",157,"2010","F","Nov",4
"Colima",4780,"2010","F","Nov",374
"Chiapas",182,"2010","F","Nov",11
"Chihuahua",213,"2010","F","Nov",11
"Distrito Federal",308,"2010","F","Nov",17
"Durango",3517,"2010","F","Nov",170
"Guanajuato",16023,"2010","F","Nov",796
"Guerrero",24296,"2010","F","Nov",1815
"Hidalgo",102,"2010","F","Nov",4
"Jalisco",25667,"2010","F","Nov",1619
"México",4315,"2010","F","Nov",309
"Michoacán",16111,"2010","F","Nov",1003
"Morelos",15722,"2010","F","Nov",937
"Nayarit",6156,"2010","F","Nov",407
"Nuevo León",116,"2010","F","Nov",6
"Oaxaca",3122,"2010","F","Nov",219
"Puebla",8517,"2010","F","Nov",451
"Querétaro",2643,"2010","F","Nov",129
"Quintana Roo",117,"2010","F","Nov",7
"San Luis Potosí",149,"2010","F","Nov",7
"Sinaloa",4827,"2010","F","Nov",326
"Sonora",2528,"2010","F","Nov",83
"Tabasco",37,"2010","F","Nov",1
"Tamaulipas",169,"2010","F","Nov",3
"Tlaxcala",35,"2010","F","Nov",4
"Veracruz",135,"2010","F","Nov",4
"Yucatán",41,"2010","F","Nov",1
"Zacatecas",1948,"2010","F","Nov",84
"TOTAL GLOBAL",143147,"2010","F","Nov",8863
"Aguascalientes",1053,"2010","F","Dic",35
"Baja California",54,"2010","F","Dic",1
"Baja California Sur",51,"2010","F","Dic",1
"Campeche",56,"2010","F","Dic",2
"Coahuila",157,"2010","F","Dic",3
"Colima",4780,"2010","F","Dic",283
"Chiapas",182,"2010","F","Dic",11
"Chihuahua",213,"2010","F","Dic",5
"Distrito Federal",308,"2010","F","Dic",15
"Durango",3517,"2010","F","Dic",107
"Guanajuato",16023,"2010","F","Dic",650
"Guerrero",24296,"2010","F","Dic",1453
"Hidalgo",102,"2010","F","Dic",2
"Jalisco",25667,"2010","F","Dic",1218
"México",4315,"2010","F","Dic",223
"Michoacán",16111,"2010","F","Dic",783
"Morelos",15722,"2010","F","Dic",808
"Nayarit",6156,"2010","F","Dic",337
"Nuevo León",116,"2010","F","Dic",5
"Oaxaca",3122,"2010","F","Dic",204
"Puebla",8517,"2010","F","Dic",504
"Querétaro",2643,"2010","F","Dic",96
"Quintana Roo",117,"2010","F","Dic",6
"San Luis Potosí",149,"2010","F","Dic",4
"Sinaloa",4827,"2010","F","Dic",224
"Sonora",2528,"2010","F","Dic",69
"Tabasco",37,"2010","F","Dic",1
"Tamaulipas",169,"2010","F","Dic",5
"Tlaxcala",35,"2010","F","Dic",1
"Veracruz",135,"2010","F","Dic",2
"Yucatán",41,"2010","F","Dic",2
"Zacatecas",1948,"2010","F","Dic",65
"TOTAL GLOBAL",143147,"2010","F","Dic",7125
"Aguascalientes",1105,"2011","F","Ene",36
"Baja California",67,"2011","F","Ene",5
"Baja California Sur",69,"2011","F","Ene",1
"Campeche",59,"2011","F","Ene",7
"Coahuila",109,"2011","F","Ene",0
"Colima",5265,"2011","F","Ene",303
"Chiapas",208,"2011","F","Ene",20
"Chihuahua",266,"2011","F","Ene",12
"Distrito Federal",291,"2011","F","Ene",15
"Durango",4033,"2011","F","Ene",102
"Guanajuato",16543,"2011","F","Ene",482
"Guerrero",26066,"2011","F","Ene",1269
"Hidalgo",139,"2011","F","Ene",0
"Jalisco",25788,"2011","F","Ene",1180
"México",5029,"2011","F","Ene",144
"Michoacán",16185,"2011","F","Ene",602
"Morelos",18389,"2011","F","Ene",609
"Nayarit",6283,"2011","F","Ene",226
"Nuevo León",123,"2011","F","Ene",0
"Oaxaca",3037,"2011","F","Ene",149
"Puebla",8039,"2011","F","Ene",350
"Querétaro",3052,"2011","F","Ene",72
"Quintana Roo",135,"2011","F","Ene",3
"San Luis Potosí",148,"2011","F","Ene",6
"Sinaloa",5283,"2011","F","Ene",161
"Sonora",3420,"2011","F","Ene",31
"Tabasco",37,"2011","F","Ene",1
"Tamaulipas",205,"2011","F","Ene",4
"Tlaxcala",38,"2011","F","Ene",1
"Veracruz",153,"2011","F","Ene",4
"Yucatán",45,"2011","F","Ene",4
"Zacatecas",1877,"2011","F","Ene",64
"Aguascalientes",1105,"2011","F","Feb",70
"Baja California",67,"2011","F","Feb",1
"Baja California Sur",69,"2011","F","Feb",2
"Campeche",59,"2011","F","Feb",8
"Coahuila",109,"2011","F","Feb",0
"Colima",5265,"2011","F","Feb",297
"Chiapas",208,"2011","F","Feb",11
"Chihuahua",266,"2011","F","Feb",6
"Distrito Federal",291,"2011","F","Feb",28
"Durango",4033,"2011","F","Feb",198
"Guanajuato",16543,"2011","F","Feb",811
"Guerrero",26066,"2011","F","Feb",1440
"Hidalgo",139,"2011","F","Feb",3
"Jalisco",25788,"2011","F","Feb",1535
"México",5029,"2011","F","Feb",178
"Michoacán",16185,"2011","F","Feb",781
"Morelos",18389,"2011","F","Feb",908
"Nayarit",6283,"2011","F","Feb",222
"Nuevo León",123,"2011","F","Feb",0
"Oaxaca",3037,"2011","F","Feb",199
"Puebla",8039,"2011","F","Feb",478
"Querétaro",3052,"2011","F","Feb",163
"Quintana Roo",135,"2011","F","Feb",9
"San Luis Potosí",148,"2011","F","Feb",3
"Sinaloa",5283,"2011","F","Feb",148
"Sonora",3420,"2011","F","Feb",46
"Tabasco",37,"2011","F","Feb",2
"Tamaulipas",205,"2011","F","Feb",5
"Tlaxcala",38,"2011","F","Feb",1
"Veracruz",153,"2011","F","Feb",2
"Yucatán",45,"2011","F","Feb",7
"Zacatecas",1877,"2011","F","Feb",78
"Aguascalientes",1105,"2011","F","Mar",111
"Baja California",67,"2011","F","Mar",3
"Baja California Sur",69,"2011","F","Mar",7
"Campeche",59,"2011","F","Mar",4
"Coahuila",109,"2011","F","Mar",1
"Colima",5265,"2011","F","Mar",390
"Chiapas",208,"2011","F","Mar",16
"Chihuahua",266,"2011","F","Mar",16
"Distrito Federal",291,"2011","F","Mar",18
"Durango",4033,"2011","F","Mar",311
"Guanajuato",16543,"2011","F","Mar",1540
"Guerrero",26066,"2011","F","Mar",2206
"Hidalgo",139,"2011","F","Mar",11
"Jalisco",25788,"2011","F","Mar",2543
"México",5029,"2011","F","Mar",402
"Michoacán",16185,"2011","F","Mar",1397
"Morelos",18389,"2011","F","Mar",1711
"Nayarit",6283,"2011","F","Mar",416
"Nuevo León",123,"2011","F","Mar",2
"Oaxaca",3037,"2011","F","Mar",320
"Puebla",8039,"2011","F","Mar",866
"Querétaro",3052,"2011","F","Mar",290
"Quintana Roo",135,"2011","F","Mar",21
"San Luis Potosí",148,"2011","F","Mar",8
"Sinaloa",5283,"2011","F","Mar",263
"Sonora",3420,"2011","F","Mar",183
"Tabasco",37,"2011","F","Mar",5
"Tamaulipas",205,"2011","F","Mar",17
"Tlaxcala",38,"2011","F","Mar",0
"Veracruz",153,"2011","F","Mar",24
"Yucatán",45,"2011","F","Mar",3
"Zacatecas",1877,"2011","F","Mar",167
"Aguascalientes",1105,"2011","F","Abr",140
"Baja California",67,"2011","F","Abr",3
"Baja California Sur",69,"2011","F","Abr",5
"Campeche",59,"2011","F","Abr",6
"Coahuila",109,"2011","F","Abr",17
"Colima",5265,"2011","F","Abr",428
"Chiapas",208,"2011","F","Abr",19
"Chihuahua",266,"2011","F","Abr",12
"Distrito Federal",291,"2011","F","Abr",34
"Durango",4033,"2011","F","Abr",419
"Guanajuato",16543,"2011","F","Abr",2225
"Guerrero",26066,"2011","F","Abr",2201
"Hidalgo",139,"2011","F","Abr",10
"Jalisco",25788,"2011","F","Abr",2947
"México",5029,"2011","F","Abr",493
"Michoacán",16185,"2011","F","Abr",1547
"Morelos",18389,"2011","F","Abr",2181
"Nayarit",6283,"2011","F","Abr",439
"Nuevo León",123,"2011","F","Abr",17
"Oaxaca",3037,"2011","F","Abr",295
"Puebla",8039,"2011","F","Abr",869
"Querétaro",3052,"2011","F","Abr",380
"Quintana Roo",135,"2011","F","Abr",11
"San Luis Potosí",148,"2011","F","Abr",14
"Sinaloa",5283,"2011","F","Abr",282
"Sonora",3420,"2011","F","Abr",256
"Tabasco",37,"2011","F","Abr",5
"Tamaulipas",205,"2011","F","Abr",15
"Tlaxcala",38,"2011","F","Abr",4
"Veracruz",153,"2011","F","Abr",21
"Yucatán",45,"2011","F","Abr",4
"Zacatecas",1877,"2011","F","Abr",219
"Aguascalientes",1105,"2011","F","May",118
"Baja California",67,"2011","F","May",6
"Baja California Sur",69,"2011","F","May",6
"Campeche",59,"2011","F","May",6
"Coahuila",109,"2011","F","May",20
"Colima",5265,"2011","F","May",483
"Chiapas",208,"2011","F","May",15
"Chihuahua",266,"2011","F","May",31
"Distrito Federal",291,"2011","F","May",28
"Durango",4033,"2011","F","May",580
"Guanajuato",16543,"2011","F","May",2200
"Guerrero",26066,"2011","F","May",2422
"Hidalgo",139,"2011","F","May",8
"Jalisco",25788,"2011","F","May",3117
"México",5029,"2011","F","May",615
"Michoacán",16185,"2011","F","May",1845
"Morelos",18389,"2011","F","May",2094
"Nayarit",6283,"2011","F","May",541
"Nuevo León",123,"2011","F","May",16
"Oaxaca",3037,"2011","F","May",314
"Puebla",8039,"2011","F","May",837
"Querétaro",3052,"2011","F","May",385
"Quintana Roo",135,"2011","F","May",10
"San Luis Potosí",148,"2011","F","May",6
"Sinaloa",5283,"2011","F","May",415
"Sonora",3420,"2011","F","May",291
"Tabasco",37,"2011","F","May",2
"Tamaulipas",205,"2011","F","May",19
"Tlaxcala",38,"2011","F","May",5
"Veracruz",153,"2011","F","May",13
"Yucatán",45,"2011","F","May",4
"Zacatecas",1877,"2011","F","May",254
"Aguascalientes",1105,"2011","F","Jun",134
"Baja California",67,"2011","F","Jun",6
"Baja California Sur",69,"2011","F","Jun",13
"Campeche",59,"2011","F","Jun",5
"Coahuila",109,"2011","F","Jun",20
"Colima",5265,"2011","F","Jun",578
"Chiapas",208,"2011","F","Jun",19
"Chihuahua",266,"2011","F","Jun",60
"Distrito Federal",291,"2011","F","Jun",34
"Durango",4033,"2011","F","Jun",837
"Guanajuato",16543,"2011","F","Jun",2115
"Guerrero",26066,"2011","F","Jun",2809
"Hidalgo",139,"2011","F","Jun",25
"Jalisco",25788,"2011","F","Jun",3292
"México",5029,"2011","F","Jun",608
"Michoacán",16185,"2011","F","Jun",1946
"Morelos",18389,"2011","F","Jun",1943
"Nayarit",6283,"2011","F","Jun",849
"Nuevo León",123,"2011","F","Jun",24
"Oaxaca",3037,"2011","F","Jun",349
"Puebla",8039,"2011","F","Jun",841
"Querétaro",3052,"2011","F","Jun",382
"Quintana Roo",135,"2011","F","Jun",18
"San Luis Potosí",148,"2011","F","Jun",20
"Sinaloa",5283,"2011","F","Jun",603
"Sonora",3420,"2011","F","Jun",777
"Tabasco",37,"2011","F","Jun",4
"Tamaulipas",205,"2011","F","Jun",30
"Tlaxcala",38,"2011","F","Jun",6
"Veracruz",153,"2011","F","Jun",12
"Yucatán",45,"2011","F","Jun",2
"Zacatecas",1877,"2011","F","Jun",263
"Aguascalientes",1105,"2011","F","Jul",105
"Baja California",67,"2011","F","Jul",6
"Baja California Sur",69,"2011","F","Jul",5
"Campeche",59,"2011","F","Jul",5
"Coahuila",109,"2011","F","Jul",10
"Colima",5265,"2011","F","Jul",463
"Chiapas",208,"2011","F","Jul",10
"Chihuahua",266,"2011","F","Jul",39
"Distrito Federal",291,"2011","F","Jul",26
"Durango",4033,"2011","F","Jul",350
"Guanajuato",16543,"2011","F","Jul",1228
"Guerrero",26066,"2011","F","Jul",2224
"Hidalgo",139,"2011","F","Jul",19
"Jalisco",25788,"2011","F","Jul",1793
"México",5029,"2011","F","Jul",384
"Michoacán",16185,"2011","F","Jul",1214
"Morelos",18389,"2011","F","Jul",1448
"Nayarit",6283,"2011","F","Jul",659
"Nuevo León",123,"2011","F","Jul",15
"Oaxaca",3037,"2011","F","Jul",269
"Puebla",8039,"2011","F","Jul",637
"Querétaro",3052,"2011","F","Jul",242
"Quintana Roo",135,"2011","F","Jul",11
"San Luis Potosí",148,"2011","F","Jul",29
"Sinaloa",5283,"2011","F","Jul",550
"Sonora",3420,"2011","F","Jul",496
"Tabasco",37,"2011","F","Jul",4
"Tamaulipas",205,"2011","F","Jul",33
"Tlaxcala",38,"2011","F","Jul",7
"Veracruz",153,"2011","F","Jul",27
"Yucatán",45,"2011","F","Jul",2
"Zacatecas",1877,"2011","F","Jul",196
"Aguascalientes",1105,"2011","F","Ago",105
"Baja California",67,"2011","F","Ago",19
"Baja California Sur",69,"2011","F","Ago",10
"Campeche",59,"2011","F","Ago",4
"Coahuila",109,"2011","F","Ago",21
"Colima",5265,"2011","F","Ago",567
"Chiapas",208,"2011","F","Ago",19
"Chihuahua",266,"2011","F","Ago",37
"Distrito Federal",291,"2011","F","Ago",32
"Durango",4033,"2011","F","Ago",506
"Guanajuato",16543,"2011","F","Ago",1513
"Guerrero",26066,"2011","F","Ago",2679
"Hidalgo",139,"2011","F","Ago",25
"Jalisco",25788,"2011","F","Ago",2316
"México",5029,"2011","F","Ago",405
"Michoacán",16185,"2011","F","Ago",1593
"Morelos",18389,"2011","F","Ago",1845
"Nayarit",6283,"2011","F","Ago",702
"Nuevo León",123,"2011","F","Ago",19
"Oaxaca",3037,"2011","F","Ago",296
"Puebla",8039,"2011","F","Ago",824
"Querétaro",3052,"2011","F","Ago",312
"Quintana Roo",135,"2011","F","Ago",17
"San Luis Potosí",148,"2011","F","Ago",25
"Sinaloa",5283,"2011","F","Ago",809
"Sonora",3420,"2011","F","Ago",530
"Tabasco",37,"2011","F","Ago",6
"Tamaulipas",205,"2011","F","Ago",31
"Tlaxcala",38,"2011","F","Ago",8
"Veracruz",153,"2011","F","Ago",27
"Yucatán",45,"2011","F","Ago",8
"Zacatecas",1877,"2011","F","Ago",197
"Aguascalientes",1105,"2011","F","Sep",82
"Baja California",67,"2011","F","Sep",8
"Baja California Sur",69,"2011","F","Sep",9
"Campeche",59,"2011","F","Sep",6
"Coahuila",109,"2011","F","Sep",9
"Colima",5265,"2011","F","Sep",535
"Chiapas",208,"2011","F","Sep",26
"Chihuahua",266,"2011","F","Sep",29
"Distrito Federal",291,"2011","F","Sep",14
"Durango",4033,"2011","F","Sep",248
"Guanajuato",16543,"2011","F","Sep",1350
"Guerrero",26066,"2011","F","Sep",2225
"Hidalgo",139,"2011","F","Sep",19
"Jalisco",25788,"2011","F","Sep",2091
"México",5029,"2011","F","Sep",468
"Michoacán",16185,"2011","F","Sep",1595
"Morelos",18389,"2011","F","Sep",1689
"Nayarit",6283,"2011","F","Sep",671
"Nuevo León",123,"2011","F","Sep",12
"Oaxaca",3037,"2011","F","Sep",213
"Puebla",8039,"2011","F","Sep",671
"Querétaro",3052,"2011","F","Sep",243
"Quintana Roo",135,"2011","F","Sep",15
"San Luis Potosí",148,"2011","F","Sep",16
"Sinaloa",5283,"2011","F","Sep",707
"Sonora",3420,"2011","F","Sep",369
"Tabasco",37,"2011","F","Sep",2
"Tamaulipas",205,"2011","F","Sep",18
"Tlaxcala",38,"2011","F","Sep",2
"Veracruz",153,"2011","F","Sep",9
"Yucatán",45,"2011","F","Sep",4
"Zacatecas",1877,"2011","F","Sep",142
"Aguascalientes",1105,"2011","F","Oct",68
"Baja California",67,"2011","F","Oct",7
"Baja California Sur",69,"2011","F","Oct",3
"Campeche",59,"2011","F","Oct",5
"Coahuila",109,"2011","F","Oct",6
"Colima",5265,"2011","F","Oct",511
"Chiapas",208,"2011","F","Oct",25
"Chihuahua",266,"2011","F","Oct",15
"Distrito Federal",291,"2011","F","Oct",17
"Durango",4033,"2011","F","Oct",176
"Guanajuato",16543,"2011","F","Oct",1142
"Guerrero",26066,"2011","F","Oct",2266
"Hidalgo",139,"2011","F","Oct",11
"Jalisco",25788,"2011","F","Oct",1846
"México",5029,"2011","F","Oct",522
"Michoacán",16185,"2011","F","Oct",1332
"Morelos",18389,"2011","F","Oct",1542
"Nayarit",6283,"2011","F","Oct",614
"Nuevo León",123,"2011","F","Oct",8
"Oaxaca",3037,"2011","F","Oct",171
"Puebla",8039,"2011","F","Oct",555
"Querétaro",3052,"2011","F","Oct",218
"Quintana Roo",135,"2011","F","Oct",11
"San Luis Potosí",148,"2011","F","Oct",10
"Sinaloa",5283,"2011","F","Oct",640
"Sonora",3420,"2011","F","Oct",254
