"Estado","Total","a�o","sexo","Mes","numerocasos"
"Guanajuato",29250,"2010","G","Abr",3428
"Guerrero",47723,"2010","G","Abr",3959
"Hidalgo",170,"2010","G","Abr",12
"Jalisco",52248,"2010","G","Abr",4840
"México",8279,"2010","G","Abr",720
"Michoacán",31945,"2010","G","Abr",2855
"Morelos",30942,"2010","G","Abr",3372
"Nayarit",13639,"2010","G","Abr",942
"Nuevo León",194,"2010","G","Abr",17
"Oaxaca",5493,"2010","G","Abr",541
"Puebla",15949,"2010","G","Abr",1848
"Querétaro",4837,"2010","G","Abr",420
"Quintana Roo",190,"2010","G","Abr",10
"San Luis Potosí",233,"2010","G","Abr",21
"Sinaloa",8816,"2010","G","Abr",560
"Sonora",4242,"2010","G","Abr",246
"Tabasco",53,"2010","G","Abr",6
"Tamaulipas",272,"2010","G","Abr",22
"Tlaxcala",63,"2010","G","Abr",7
"Veracruz",242,"2010","G","Abr",19
"Yucatán",70,"2010","G","Abr",10
"Zacatecas",3754,"2010","G","Abr",332
"TOTAL GLOBAL",280160,"2010","G","Abr",25880
"Aguascalientes",2079,"2010","G","May",324
"Baja California",116,"2010","G","May",16
"Baja California Sur",83,"2010","G","May",11
"Campeche",88,"2010","G","May",8
"Coahuila",265,"2010","G","May",48
"Colima",10708,"2010","G","May",833
"Chiapas",313,"2010","G","May",23
"Chihuahua",397,"2010","G","May",42
"Distrito Federal",542,"2010","G","May",80
"Durango",6965,"2010","G","May",970
"Guanajuato",29250,"2010","G","May",4997
"Guerrero",47723,"2010","G","May",4032
"Hidalgo",170,"2010","G","May",25
"Jalisco",52248,"2010","G","May",6512
"México",8279,"2010","G","May",916
"Michoacán",31945,"2010","G","May",3594
"Morelos",30942,"2010","G","May",3871
"Nayarit",13639,"2010","G","May",1138
"Nuevo León",194,"2010","G","May",22
"Oaxaca",5493,"2010","G","May",539
"Puebla",15949,"2010","G","May",1770
"Querétaro",4837,"2010","G","May",659
"Quintana Roo",190,"2010","G","May",27
"San Luis Potosí",233,"2010","G","May",32
"Sinaloa",8816,"2010","G","May",635
"Sonora",4242,"2010","G","May",421
"Tabasco",53,"2010","G","May",3
"Tamaulipas",272,"2010","G","May",45
"Tlaxcala",63,"2010","G","May",14
"Veracruz",242,"2010","G","May",29
"Yucatán",70,"2010","G","May",2
"Zacatecas",3754,"2010","G","May",442
"TOTAL GLOBAL",280160,"2010","G","May",32080
"Aguascalientes",2079,"2010","G","Jun",316
"Baja California",116,"2010","G","Jun",13
"Baja California Sur",83,"2010","G","Jun",15
"Campeche",88,"2010","G","Jun",9
"Coahuila",265,"2010","G","Jun",51
"Colima",10708,"2010","G","Jun",1112
"Chiapas",313,"2010","G","Jun",26
"Chihuahua",397,"2010","G","Jun",56
"Distrito Federal",542,"2010","G","Jun",66
"Durango",6965,"2010","G","Jun",1515
"Guanajuato",29250,"2010","G","Jun",4435
"Guerrero",47723,"2010","G","Jun",5741
"Hidalgo",170,"2010","G","Jun",27
"Jalisco",52248,"2010","G","Jun",7059
"México",8279,"2010","G","Jun",1266
"Michoacán",31945,"2010","G","Jun",4043
"Morelos",30942,"2010","G","Jun",3952
"Nayarit",13639,"2010","G","Jun",1709
"Nuevo León",194,"2010","G","Jun",40
"Oaxaca",5493,"2010","G","Jun",704
"Puebla",15949,"2010","G","Jun",2044
"Querétaro",4837,"2010","G","Jun",840
"Quintana Roo",190,"2010","G","Jun",23
"San Luis Potosí",233,"2010","G","Jun",42
"Sinaloa",8816,"2010","G","Jun",979
"Sonora",4242,"2010","G","Jun",1026
"Tabasco",53,"2010","G","Jun",10
"Tamaulipas",272,"2010","G","Jun",60
"Tlaxcala",63,"2010","G","Jun",5
"Veracruz",242,"2010","G","Jun",53
"Yucatán",70,"2010","G","Jun",0
"Zacatecas",3754,"2010","G","Jun",684
"TOTAL GLOBAL",280160,"2010","G","Jun",37921
"Aguascalientes",2079,"2010","G","Jul",195
"Baja California",116,"2010","G","Jul",13
"Baja California Sur",83,"2010","G","Jul",9
"Campeche",88,"2010","G","Jul",2
"Coahuila",265,"2010","G","Jul",32
"Colima",10708,"2010","G","Jul",1082
"Chiapas",313,"2010","G","Jul",22
"Chihuahua",397,"2010","G","Jul",70
"Distrito Federal",542,"2010","G","Jul",37
"Durango",6965,"2010","G","Jul",817
"Guanajuato",29250,"2010","G","Jul",2463
"Guerrero",47723,"2010","G","Jul",4163
"Hidalgo",170,"2010","G","Jul",17
"Jalisco",52248,"2010","G","Jul",4193
"México",8279,"2010","G","Jul",613
"Michoacán",31945,"2010","G","Jul",2609
"Morelos",30942,"2010","G","Jul",2401
"Nayarit",13639,"2010","G","Jul",1426
"Nuevo León",194,"2010","G","Jul",20
"Oaxaca",5493,"2010","G","Jul",468
"Puebla",15949,"2010","G","Jul",1365
"Querétaro",4837,"2010","G","Jul",486
"Quintana Roo",190,"2010","G","Jul",21
"San Luis Potosí",233,"2010","G","Jul",30
"Sinaloa",8816,"2010","G","Jul",945
"Sonora",4242,"2010","G","Jul",604
"Tabasco",53,"2010","G","Jul",9
"Tamaulipas",272,"2010","G","Jul",16
"Tlaxcala",63,"2010","G","Jul",10
"Veracruz",242,"2010","G","Jul",21
"Yucatán",70,"2010","G","Jul",7
"Zacatecas",3754,"2010","G","Jul",471
"TOTAL GLOBAL",280160,"2010","G","Jul",24637
"Aguascalientes",2079,"2010","G","Ago",216
"Baja California",116,"2010","G","Ago",20
"Baja California Sur",83,"2010","G","Ago",11
"Campeche",88,"2010","G","Ago",12
"Coahuila",265,"2010","G","Ago",31
"Colima",10708,"2010","G","Ago",1046
"Chiapas",313,"2010","G","Ago",25
"Chihuahua",397,"2010","G","Ago",44
"Distrito Federal",542,"2010","G","Ago",52
"Durango",6965,"2010","G","Ago",754
"Guanajuato",29250,"2010","G","Ago",2252
"Guerrero",47723,"2010","G","Ago",3907
"Hidalgo",170,"2010","G","Ago",19
"Jalisco",52248,"2010","G","Ago",4381
"México",8279,"2010","G","Ago",616
"Michoacán",31945,"2010","G","Ago",2701
"Morelos",30942,"2010","G","Ago",2376
"Nayarit",13639,"2010","G","Ago",1470
"Nuevo León",194,"2010","G","Ago",32
"Oaxaca",5493,"2010","G","Ago",424
"Puebla",15949,"2010","G","Ago",1285
"Querétaro",4837,"2010","G","Ago",410
"Quintana Roo",190,"2010","G","Ago",13
"San Luis Potosí",233,"2010","G","Ago",28
"Sinaloa",8816,"2010","G","Ago",1107
"Sonora",4242,"2010","G","Ago",582
"Tabasco",53,"2010","G","Ago",6
"Tamaulipas",272,"2010","G","Ago",31
"Tlaxcala",63,"2010","G","Ago",5
"Veracruz",242,"2010","G","Ago",24
"Yucatán",70,"2010","G","Ago",6
"Zacatecas",3754,"2010","G","Ago",394
"TOTAL GLOBAL",280160,"2010","G","Ago",24280
"Aguascalientes",2079,"2010","G","Sep",277
"Baja California",116,"2010","G","Sep",10
"Baja California Sur",83,"2010","G","Sep",16
"Campeche",88,"2010","G","Sep",9
"Coahuila",265,"2010","G","Sep",34
"Colima",10708,"2010","G","Sep",1334
"Chiapas",313,"2010","G","Sep",24
"Chihuahua",397,"2010","G","Sep",61
"Distrito Federal",542,"2010","G","Sep",49
"Durango",6965,"2010","G","Sep",794
"Guanajuato",29250,"2010","G","Sep",2781
"Guerrero",47723,"2010","G","Sep",4548
"Hidalgo",170,"2010","G","Sep",23
"Jalisco",52248,"2010","G","Sep",5087
"México",8279,"2010","G","Sep",855
"Michoacán",31945,"2010","G","Sep",3419
"Morelos",30942,"2010","G","Sep",3088
"Nayarit",13639,"2010","G","Sep",1635
"Nuevo León",194,"2010","G","Sep",27
"Oaxaca",5493,"2010","G","Sep",503
"Puebla",15949,"2010","G","Sep",1286
"Querétaro",4837,"2010","G","Sep",511
"Quintana Roo",190,"2010","G","Sep",25
"San Luis Potosí",233,"2010","G","Sep",15
"Sinaloa",8816,"2010","G","Sep",1355
"Sonora",4242,"2010","G","Sep",566
"Tabasco",53,"2010","G","Sep",6
"Tamaulipas",272,"2010","G","Sep",39
"Tlaxcala",63,"2010","G","Sep",8
"Veracruz",242,"2010","G","Sep",25
"Yucatán",70,"2010","G","Sep",17
"Zacatecas",3754,"2010","G","Sep",403
"TOTAL GLOBAL",280160,"2010","G","Sep",28830
"Aguascalientes",2079,"2010","G","Oct",122
"Baja California",116,"2010","G","Oct",13
"Baja California Sur",83,"2010","G","Oct",4
"Campeche",88,"2010","G","Oct",8
"Coahuila",265,"2010","G","Oct",16
"Colima",10708,"2010","G","Oct",899
"Chiapas",313,"2010","G","Oct",32
"Chihuahua",397,"2010","G","Oct",40
"Distrito Federal",542,"2010","G","Oct",24
"Durango",6965,"2010","G","Oct",382
"Guanajuato",29250,"2010","G","Oct",2039
"Guerrero",47723,"2010","G","Oct",4268
"Hidalgo",170,"2010","G","Oct",10
"Jalisco",52248,"2010","G","Oct",4456
"México",8279,"2010","G","Oct",865
"Michoacán",31945,"2010","G","Oct",2750
"Morelos",30942,"2010","G","Oct",2798
"Nayarit",13639,"2010","G","Oct",1207
"Nuevo León",194,"2010","G","Oct",12
"Oaxaca",5493,"2010","G","Oct",428
"Puebla",15949,"2010","G","Oct",1206
"Querétaro",4837,"2010","G","Oct",398
"Quintana Roo",190,"2010","G","Oct",23
"San Luis Potosí",233,"2010","G","Oct",14
"Sinaloa",8816,"2010","G","Oct",972
"Sonora",4242,"2010","G","Oct",234
"Tabasco",53,"2010","G","Oct",3
"Tamaulipas",272,"2010","G","Oct",24
"Tlaxcala",63,"2010","G","Oct",3
"Veracruz",242,"2010","G","Oct",18
"Yucatán",70,"2010","G","Oct",7
"Zacatecas",3754,"2010","G","Oct",268
"TOTAL GLOBAL",280160,"2010","G","Oct",23543
"Aguascalientes",2079,"2010","G","Nov",99
"Baja California",116,"2010","G","Nov",9
"Baja California Sur",83,"2010","G","Nov",7
"Campeche",88,"2010","G","Nov",1
"Coahuila",265,"2010","G","Nov",5
"Colima",10708,"2010","G","Nov",808
"Chiapas",313,"2010","G","Nov",21
"Chihuahua",397,"2010","G","Nov",17
"Distrito Federal",542,"2010","G","Nov",34
"Durango",6965,"2010","G","Nov",337
"Guanajuato",29250,"2010","G","Nov",1408
"Guerrero",47723,"2010","G","Nov",3738
"Hidalgo",170,"2010","G","Nov",8
"Jalisco",52248,"2010","G","Nov",3250
"México",8279,"2010","G","Nov",589
"Michoacán",31945,"2010","G","Nov",2050
"Morelos",30942,"2010","G","Nov",1869
"Nayarit",13639,"2010","G","Nov",849
"Nuevo León",194,"2010","G","Nov",9
"Oaxaca",5493,"2010","G","Nov",391
"Puebla",15949,"2010","G","Nov",909
"Querétaro",4837,"2010","G","Nov",246
"Quintana Roo",190,"2010","G","Nov",14
"San Luis Potosí",233,"2010","G","Nov",10
"Sinaloa",8816,"2010","G","Nov",595
"Sonora",4242,"2010","G","Nov",150
"Tabasco",53,"2010","G","Nov",1
"Tamaulipas",272,"2010","G","Nov",4
"Tlaxcala",63,"2010","G","Nov",4
"Veracruz",242,"2010","G","Nov",8
"Yucatán",70,"2010","G","Nov",2
"Zacatecas",3754,"2010","G","Nov",163
"TOTAL GLOBAL",280160,"2010","G","Nov",17605
"Aguascalientes",2079,"2010","G","Dic",85
"Baja California",116,"2010","G","Dic",1
"Baja California Sur",83,"2010","G","Dic",4
"Campeche",88,"2010","G","Dic",3
"Coahuila",265,"2010","G","Dic",7
"Colima",10708,"2010","G","Dic",648
"Chiapas",313,"2010","G","Dic",28
"Chihuahua",397,"2010","G","Dic",7
"Distrito Federal",542,"2010","G","Dic",27
"Durango",6965,"2010","G","Dic",238
"Guanajuato",29250,"2010","G","Dic",1163
"Guerrero",47723,"2010","G","Dic",2966
"Hidalgo",170,"2010","G","Dic",8
"Jalisco",52248,"2010","G","Dic",2503
"México",8279,"2010","G","Dic",454
"Michoacán",31945,"2010","G","Dic",1598
"Morelos",30942,"2010","G","Dic",1543
"Nayarit",13639,"2010","G","Dic",718
"Nuevo León",194,"2010","G","Dic",6
"Oaxaca",5493,"2010","G","Dic",345
"Puebla",15949,"2010","G","Dic",995
"Querétaro",4837,"2010","G","Dic",217
"Quintana Roo",190,"2010","G","Dic",11
"San Luis Potosí",233,"2010","G","Dic",11
"Sinaloa",8816,"2010","G","Dic",393
"Sonora",4242,"2010","G","Dic",117
"Tabasco",53,"2010","G","Dic",1
"Tamaulipas",272,"2010","G","Dic",5
"Tlaxcala",63,"2010","G","Dic",3
"Veracruz",242,"2010","G","Dic",5
"Yucatán",70,"2010","G","Dic",4
"Zacatecas",3754,"2010","G","Dic",140
"TOTAL GLOBAL",280160,"2010","G","Dic",14254
"Aguascalientes",2088,"2011","G","Ene",80
"Baja California",129,"2011","G","Ene",5
"Baja California Sur",106,"2011","G","Ene",2
"Campeche",94,"2011","G","Ene",10
"Coahuila",203,"2011","G","Ene",0
"Colima",11781,"2011","G","Ene",615
"Chiapas",363,"2011","G","Ene",33
"Chihuahua",451,"2011","G","Ene",16
"Distrito Federal",513,"2011","G","Ene",31
"Durango",7669,"2011","G","Ene",199
"Guanajuato",30548,"2011","G","Ene",951
"Guerrero",51284,"2011","G","Ene",2583
"Hidalgo",219,"2011","G","Ene",0
"Jalisco",52214,"2011","G","Ene",2364
"México",9781,"2011","G","Ene",267
"Michoacán",32106,"2011","G","Ene",1187
"Morelos",36611,"2011","G","Ene",1167
"Nayarit",13645,"2011","G","Ene",487
"Nuevo León",227,"2011","G","Ene",1
"Oaxaca",5409,"2011","G","Ene",249
"Puebla",15239,"2011","G","Ene",675
"Querétaro",5603,"2011","G","Ene",168
"Quintana Roo",236,"2011","G","Ene",6
"San Luis Potosí",267,"2011","G","Ene",10
"Sinaloa",9521,"2011","G","Ene",293
"Sonora",5592,"2011","G","Ene",57
"Tabasco",66,"2011","G","Ene",1
"Tamaulipas",337,"2011","G","Ene",6
"Tlaxcala",63,"2011","G","Ene",1
"Veracruz",258,"2011","G","Ene",7
"Yucatán",73,"2011","G","Ene",5
"Zacatecas",3696,"2011","G","Ene",114
"Aguascalientes",2088,"2011","G","Feb",133
"Baja California",129,"2011","G","Feb",4
"Baja California Sur",106,"2011","G","Feb",2
"Campeche",94,"2011","G","Feb",10
"Coahuila",203,"2011","G","Feb",0
"Colima",11781,"2011","G","Feb",601
"Chiapas",363,"2011","G","Feb",21
"Chihuahua",451,"2011","G","Feb",9
"Distrito Federal",513,"2011","G","Feb",48
"Durango",7669,"2011","G","Feb",349
"Guanajuato",30548,"2011","G","Feb",1494
"Guerrero",51284,"2011","G","Feb",2770
"Hidalgo",219,"2011","G","Feb",3
"Jalisco",52214,"2011","G","Feb",2983
"México",9781,"2011","G","Feb",340
"Michoacán",32106,"2011","G","Feb",1522
"Morelos",36611,"2011","G","Feb",1656
"Nayarit",13645,"2011","G","Feb",509
"Nuevo León",227,"2011","G","Feb",3
"Oaxaca",5409,"2011","G","Feb",353
"Puebla",15239,"2011","G","Feb",926
"Querétaro",5603,"2011","G","Feb",264
"Quintana Roo",236,"2011","G","Feb",9
"San Luis Potosí",267,"2011","G","Feb",4
"Sinaloa",9521,"2011","G","Feb",271
"Sonora",5592,"2011","G","Feb",71
"Tabasco",66,"2011","G","Feb",3
"Tamaulipas",337,"2011","G","Feb",7
"Tlaxcala",63,"2011","G","Feb",3
"Veracruz",258,"2011","G","Feb",7
"Yucatán",73,"2011","G","Feb",9
"Zacatecas",3696,"2011","G","Feb",179
"Aguascalientes",2088,"2011","G","Mar",210
"Baja California",129,"2011","G","Mar",7
"Baja California Sur",106,"2011","G","Mar",8
"Campeche",94,"2011","G","Mar",9
"Coahuila",203,"2011","G","Mar",6
"Colima",11781,"2011","G","Mar",799
"Chiapas",363,"2011","G","Mar",37
"Chihuahua",451,"2011","G","Mar",34
"Distrito Federal",513,"2011","G","Mar",38
"Durango",7669,"2011","G","Mar",588
"Guanajuato",30548,"2011","G","Mar",2826
"Guerrero",51284,"2011","G","Mar",4044
"Hidalgo",219,"2011","G","Mar",16
"Jalisco",52214,"2011","G","Mar",4861
"México",9781,"2011","G","Mar",727
"Michoacán",32106,"2011","G","Mar",2558
"Morelos",36611,"2011","G","Mar",3176
"Nayarit",13645,"2011","G","Mar",834
"Nuevo León",227,"2011","G","Mar",7
"Oaxaca",5409,"2011","G","Mar",569
"Puebla",15239,"2011","G","Mar",1647
"Querétaro",5603,"2011","G","Mar",494
"Quintana Roo",236,"2011","G","Mar",31
"San Luis Potosí",267,"2011","G","Mar",14
"Sinaloa",9521,"2011","G","Mar",472
"Sonora",5592,"2011","G","Mar",279
"Tabasco",66,"2011","G","Mar",8
"Tamaulipas",337,"2011","G","Mar",25
"Tlaxcala",63,"2011","G","Mar",3
"Veracruz",258,"2011","G","Mar",38
"Yucatán",73,"2011","G","Mar",5
"Zacatecas",3696,"2011","G","Mar",336
"Aguascalientes",2088,"2011","G","Abr",244
"Baja California",129,"2011","G","Abr",6
"Baja California Sur",106,"2011","G","Abr",7
"Campeche",94,"2011","G","Abr",13
"Coahuila",203,"2011","G","Abr",25
"Colima",11781,"2011","G","Abr",858
"Chiapas",363,"2011","G","Abr",25
"Chihuahua",451,"2011","G","Abr",21
"Distrito Federal",513,"2011","G","Abr",54
"Durango",7669,"2011","G","Abr",806
"Guanajuato",30548,"2011","G","Abr",4083
"Guerrero",51284,"2011","G","Abr",4040
"Hidalgo",219,"2011","G","Abr",14
"Jalisco",52214,"2011","G","Abr",5492
"México",9781,"2011","G","Abr",894
"Michoacán",32106,"2011","G","Abr",2901
"Morelos",36611,"2011","G","Abr",4160
"Nayarit",13645,"2011","G","Abr",842
"Nuevo León",227,"2011","G","Abr",23
"Oaxaca",5409,"2011","G","Abr",516
"Puebla",15239,"2011","G","Abr",1597
"Querétaro",5603,"2011","G","Abr",680
"Quintana Roo",236,"2011","G","Abr",26
"San Luis Potosí",267,"2011","G","Abr",24
"Sinaloa",9521,"2011","G","Abr",504
"Sonora",5592,"2011","G","Abr",416
"Tabasco",66,"2011","G","Abr",9
"Tamaulipas",337,"2011","G","Abr",26
"Tlaxcala",63,"2011","G","Abr",4
"Veracruz",258,"2011","G","Abr",34
"Yucatán",73,"2011","G","Abr",5
"Zacatecas",3696,"2011","G","Abr",435
"Aguascalientes",2088,"2011","G","May",218
"Baja California",129,"2011","G","May",17
"Baja California Sur",106,"2011","G","May",9
"Campeche",94,"2011","G","May",8
"Coahuila",203,"2011","G","May",26
"Colima",11781,"2011","G","May",1055
"Chiapas",363,"2011","G","May",31
"Chihuahua",451,"2011","G","May",43
"Distrito Federal",513,"2011","G","May",56
"Durango",7669,"2011","G","May",1058
"Guanajuato",30548,"2011","G","May",3874
"Guerrero",51284,"2011","G","May",4674
"Hidalgo",219,"2011","G","May",22
"Jalisco",52214,"2011","G","May",6016
"México",9781,"2011","G","May",1165
"Michoacán",32106,"2011","G","May",3358
"Morelos",36611,"2011","G","May",4192
"Nayarit",13645,"2011","G","May",1079
"Nuevo León",227,"2011","G","May",26
"Oaxaca",5409,"2011","G","May",545
"Puebla",15239,"2011","G","May",1498
"Querétaro",5603,"2011","G","May",657
"Quintana Roo",236,"2011","G","May",21
"San Luis Potosí",267,"2011","G","May",14
"Sinaloa",9521,"2011","G","May",712
"Sonora",5592,"2011","G","May",487
"Tabasco",66,"2011","G","May",2
"Tamaulipas",337,"2011","G","May",33
"Tlaxcala",63,"2011","G","May",7
"Veracruz",258,"2011","G","May",20
"Yucatán",73,"2011","G","May",7
"Zacatecas",3696,"2011","G","May",469
"Aguascalientes",2088,"2011","G","Jun",256
"Baja California",129,"2011","G","Jun",13
"Baja California Sur",106,"2011","G","Jun",16
"Campeche",94,"2011","G","Jun",6
"Coahuila",203,"2011","G","Jun",36
"Colima",11781,"2011","G","Jun",1230
"Chiapas",363,"2011","G","Jun",28
"Chihuahua",451,"2011","G","Jun",85
"Distrito Federal",513,"2011","G","Jun",57
"Durango",7669,"2011","G","Jun",1529
"Guanajuato",30548,"2011","G","Jun",3935
"Guerrero",51284,"2011","G","Jun",5739
"Hidalgo",219,"2011","G","Jun",39
"Jalisco",52214,"2011","G","Jun",6566
"México",9781,"2011","G","Jun",1180
"Michoacán",32106,"2011","G","Jun",3803
"Morelos",36611,"2011","G","Jun",4099
"Nayarit",13645,"2011","G","Jun",1842
"Nuevo León",227,"2011","G","Jun",40
"Oaxaca",5409,"2011","G","Jun",613
"Puebla",15239,"2011","G","Jun",1659
"Querétaro",5603,"2011","G","Jun",737
"Quintana Roo",236,"2011","G","Jun",28
"San Luis Potosí",267,"2011","G","Jun",33
"Sinaloa",9521,"2011","G","Jun",1055
"Sonora",5592,"2011","G","Jun",1241
"Tabasco",66,"2011","G","Jun",7
"Tamaulipas",337,"2011","G","Jun",49
"Tlaxcala",63,"2011","G","Jun",8
"Veracruz",258,"2011","G","Jun",21
"Yucatán",73,"2011","G","Jun",4
"Zacatecas",3696,"2011","G","Jun",517
"Aguascalientes",2088,"2011","G","Jul",179
"Baja California",129,"2011","G","Jul",17
"Baja California Sur",106,"2011","G","Jul",8
"Campeche",94,"2011","G","Jul",9
"Coahuila",203,"2011","G","Jul",21
"Colima",11781,"2011","G","Jul",1122
"Chiapas",363,"2011","G","Jul",22
"Chihuahua",451,"2011","G","Jul",63
"Distrito Federal",513,"2011","G","Jul",44
"Durango",7669,"2011","G","Jul",672
"Guanajuato",30548,"2011","G","Jul",2430
"Guerrero",51284,"2011","G","Jul",4393
"Hidalgo",219,"2011","G","Jul",23
"Jalisco",52214,"2011","G","Jul",4037
"México",9781,"2011","G","Jul",763
"Michoacán",32106,"2011","G","Jul",2627
"Morelos",36611,"2011","G","Jul",3053
"Nayarit",13645,"2011","G","Jul",1496
"Nuevo León",227,"2011","G","Jul",23
"Oaxaca",5409,"2011","G","Jul",504
"Puebla",15239,"2011","G","Jul",1195
"Querétaro",5603,"2011","G","Jul",470
"Quintana Roo",236,"2011","G","Jul",18
"San Luis Potosí",267,"2011","G","Jul",50
"Sinaloa",9521,"2011","G","Jul",1013
"Sonora",5592,"2011","G","Jul",862
"Tabasco",66,"2011","G","Jul",6
"Tamaulipas",337,"2011","G","Jul",56
"Tlaxcala",63,"2011","G","Jul",9
"Veracruz",258,"2011","G","Jul",41
"Yucatán",73,"2011","G","Jul",6
"Zacatecas",3696,"2011","G","Jul",362
"Aguascalientes",2088,"2011","G","Ago",203
"Baja California",129,"2011","G","Ago",25
"Baja California Sur",106,"2011","G","Ago",17
"Campeche",94,"2011","G","Ago",7
"Coahuila",203,"2011","G","Ago",48
"Colima",11781,"2011","G","Ago",1324
"Chiapas",363,"2011","G","Ago",40
"Chihuahua",451,"2011","G","Ago",67
"Distrito Federal",513,"2011","G","Ago",59
"Durango",7669,"2011","G","Ago",989
"Guanajuato",30548,"2011","G","Ago",2900
"Guerrero",51284,"2011","G","Ago",5075
"Hidalgo",219,"2011","G","Ago",40
"Jalisco",52214,"2011","G","Ago",5002
"México",9781,"2011","G","Ago",860
"Michoacán",32106,"2011","G","Ago",3313
"Morelos",36611,"2011","G","Ago",3804
"Nayarit",13645,"2011","G","Ago",1619
"Nuevo León",227,"2011","G","Ago",48
"Oaxaca",5409,"2011","G","Ago",519
"Puebla",15239,"2011","G","Ago",1524
"Querétaro",5603,"2011","G","Ago",579
"Quintana Roo",236,"2011","G","Ago",29
"San Luis Potosí",267,"2011","G","Ago",45
"Sinaloa",9521,"2011","G","Ago",1548
"Sonora",5592,"2011","G","Ago",844
"Tabasco",66,"2011","G","Ago",9
"Tamaulipas",337,"2011","G","Ago",47
"Tlaxcala",63,"2011","G","Ago",16
"Veracruz",258,"2011","G","Ago",40
"Yucatán",73,"2011","G","Ago",12
"Zacatecas",3696,"2011","G","Ago",406
"Aguascalientes",2088,"2011","G","Sep",167
"Baja California",129,"2011","G","Sep",11
"Baja California Sur",106,"2011","G","Sep",21
"Campeche",94,"2011","G","Sep",8
"Coahuila",203,"2011","G","Sep",18
"Colima",11781,"2011","G","Sep",1190
"Chiapas",363,"2011","G","Sep",38
"Chihuahua",451,"2011","G","Sep",53
"Distrito Federal",513,"2011","G","Sep",32
"Durango",7669,"2011","G","Sep",490
"Guanajuato",30548,"2011","G","Sep",2455
"Guerrero",51284,"2011","G","Sep",4350
"Hidalgo",219,"2011","G","Sep",26
"Jalisco",52214,"2011","G","Sep",4267
"México",9781,"2011","G","Sep",945
"Michoacán",32106,"2011","G","Sep",3153
"Morelos",36611,"2011","G","Sep",3441
"Nayarit",13645,"2011","G","Sep",1476
"Nuevo León",227,"2011","G","Sep",26
"Oaxaca",5409,"2011","G","Sep",389
"Puebla",15239,"2011","G","Sep",1252
"Querétaro",5603,"2011","G","Sep",495
"Quintana Roo",236,"2011","G","Sep",26
